run_id,wafer_id,wiwnu_pct,thickness_range_nm,dishing_nm,erosion_pct,particle_count_ge_50nm,scratch_count,electrical_res_ohm,leakage_na,yield_flag
RUN-006381,W-RUN-006381,3.187,22.2,14.81,2.452,52,1,0.015213,4.093,1
RUN-006382,W-RUN-006382,3.185,23.49,7.69,1.986,55,5,0.015489,5.39,1
RUN-006383,W-RUN-006383,3.284,20.14,12.9,2.137,47,5,0.01493,5.216,1
RUN-006384,W-RUN-006384,3.231,14.0,11.44,2.129,65,0,0.016003,4.927,1
RUN-006385,W-RUN-006385,3.21,19.46,10.05,1.991,53,0,0.015473,3.617,1
RUN-006386,W-RUN-006386,3.254,21.32,11.49,3.293,62,0,0.014245,4.242,1
RUN-006387,W-RUN-006387,3.289,17.66,6.09,2.226,86,3,0.015499,6.691,0
RUN-006388,W-RUN-006388,3.205,25.76,12.39,2.287,46,2,0.015879,2.853,1
RUN-006389,W-RUN-006389,3.229,19.25,10.34,2.186,55,3,0.016728,5.833,1
RUN-006390,W-RUN-006390,3.17,16.57,13.6,1.393,35,2,0.014392,6.01,1
RUN-006391,W-RUN-006391,3.181,23.93,13.98,1.676,63,0,0.015829,6.147,1
RUN-006392,W-RUN-006392,3.222,21.58,19.63,3.382,48,1,0.016413,6.9,1
RUN-006393,W-RUN-006393,3.232,25.11,21.89,4.223,83,5,0.015494,4.762,0
RUN-006394,W-RUN-006394,3.179,17.33,9.65,3.561,52,1,0.016649,5.12,1
RUN-006395,W-RUN-006395,3.284,25.44,15.24,4.021,74,2,0.015927,4.987,1
RUN-006396,W-RUN-006396,3.211,17.2,12.47,2.22,28,0,0.016623,5.864,1
RUN-006397,W-RUN-006397,3.198,16.1,15.54,2.792,69,3,0.014838,6.997,1
RUN-006398,W-RUN-006398,3.146,15.87,18.17,3.289,61,2,0.016487,4.217,1
RUN-006399,W-RUN-006399,3.186,17.99,12.88,3.04,47,2,0.015092,7.635,1
RUN-006400,W-RUN-006400,3.244,22.09,10.21,2.177,36,0,0.016208,3.132,1
RUN-006401,W-RUN-006401,3.197,18.99,15.92,3.211,63,1,0.015212,4.318,1
RUN-006402,W-RUN-006402,3.166,17.75,11.99,2.788,44,3,0.015902,4.372,1
RUN-006403,W-RUN-006403,3.172,25.09,18.48,3.563,57,1,0.015925,4.915,1
RUN-006404,W-RUN-006404,3.203,20.8,20.2,3.117,51,2,0.015719,1.648,1
RUN-006405,W-RUN-006405,3.188,17.33,11.9,2.431,81,2,0.01548,8.764,0
RUN-006406,W-RUN-006406,3.221,24.41,17.97,1.902,71,1,0.015506,6.003,1
RUN-006407,W-RUN-006407,3.215,19.63,9.65,3.409,46,1,0.016838,4.211,1
RUN-006408,W-RUN-006408,3.259,17.84,11.46,2.7,60,2,0.015655,6.664,1
RUN-006409,W-RUN-006409,3.214,20.36,10.57,1.394,61,0,0.016176,5.99,1
RUN-006410,W-RUN-006410,3.205,17.18,16.63,1.862,47,2,0.016286,4.756,1
RUN-006411,W-RUN-006411,3.245,22.15,14.77,2.505,49,0,0.0166,5.718,1
RUN-006412,W-RUN-006412,3.182,20.39,8.77,2.847,39,2,0.01634,5.39,1
RUN-006413,W-RUN-006413,3.201,20.88,13.52,2.193,51,0,0.016611,5.22,1
RUN-006414,W-RUN-006414,3.162,21.08,17.06,3.0,42,3,0.015872,7.772,1
RUN-006415,W-RUN-006415,3.166,20.02,11.62,2.819,54,0,0.015842,4.371,1
RUN-006416,W-RUN-006416,3.148,24.91,17.67,3.247,44,2,0.016275,6.611,1
RUN-006417,W-RUN-006417,3.182,25.95,17.42,3.262,34,1,0.016484,3.245,1
RUN-006418,W-RUN-006418,3.273,19.63,17.69,3.786,57,2,0.015359,5.662,1
RUN-006419,W-RUN-006419,3.169,22.52,14.66,2.688,67,2,0.015824,2.787,1
RUN-006420,W-RUN-006420,3.241,21.24,16.17,2.313,56,1,0.01697,8.128,1
RUN-006421,W-RUN-006421,3.178,21.0,14.4,3.001,57,3,0.016605,4.175,1
RUN-006422,W-RUN-006422,3.236,20.3,19.32,3.368,52,0,0.015353,6.415,1
RUN-006423,W-RUN-006423,3.203,24.68,20.11,2.533,76,1,0.017148,3.805,1
RUN-006424,W-RUN-006424,3.266,19.13,17.59,3.037,47,1,0.016766,5.87,1
RUN-006425,W-RUN-006425,3.28,20.16,16.19,3.577,72,2,0.015111,8.507,1
RUN-006426,W-RUN-006426,3.216,17.23,14.71,2.626,32,3,0.01642,5.52,1
RUN-006427,W-RUN-006427,3.156,21.57,13.11,3.046,94,1,0.015481,5.422,0
RUN-006428,W-RUN-006428,3.219,20.06,15.98,3.395,43,0,0.015844,7.264,1
RUN-006429,W-RUN-006429,3.209,19.4,11.64,2.238,66,2,0.014144,3.222,1
RUN-006430,W-RUN-006430,3.306,21.27,13.47,3.43,64,0,0.017569,4.201,1
RUN-006431,W-RUN-006431,3.202,20.86,12.71,2.56,52,3,0.015278,5.757,1
RUN-006432,W-RUN-006432,3.235,17.7,13.23,2.158,71,4,0.015594,5.504,1
RUN-006433,W-RUN-006433,3.205,12.27,5.51,1.569,48,2,0.015715,5.804,1
RUN-006434,W-RUN-006434,3.294,17.11,16.83,3.3,56,2,0.014953,3.023,1
RUN-006435,W-RUN-006435,3.207,26.83,8.09,2.106,43,1,0.014711,3.925,1
RUN-006436,W-RUN-006436,3.233,23.94,17.06,3.225,45,1,0.015455,5.988,1
RUN-006437,W-RUN-006437,3.178,23.7,12.43,3.603,61,1,0.016195,6.019,1
RUN-006438,W-RUN-006438,3.202,21.8,9.71,1.831,69,1,0.016344,3.209,1
RUN-006439,W-RUN-006439,3.228,19.03,15.43,3.496,51,4,0.016893,4.342,1
RUN-006440,W-RUN-006440,3.263,15.51,14.94,3.46,55,3,0.015752,4.688,1
RUN-006441,W-RUN-006441,3.178,19.69,15.78,1.627,64,1,0.015043,5.081,1
RUN-006442,W-RUN-006442,3.18,22.57,12.92,3.678,46,0,0.015442,4.75,1
RUN-006443,W-RUN-006443,3.201,16.73,16.48,2.631,47,0,0.016565,5.214,1
RUN-006444,W-RUN-006444,3.168,26.52,18.95,3.001,51,1,0.017407,5.42,1
RUN-006445,W-RUN-006445,3.207,22.22,20.76,4.376,76,0,0.016243,3.438,1
RUN-006446,W-RUN-006446,3.174,20.28,12.79,2.668,47,0,0.015884,3.775,1
RUN-006447,W-RUN-006447,3.298,14.73,21.58,3.853,66,2,0.016138,4.58,1
RUN-006448,W-RUN-006448,3.234,16.92,16.07,2.961,44,3,0.016735,6.024,1
RUN-006449,W-RUN-006449,3.183,19.97,13.28,2.424,33,2,0.016821,4.669,1
RUN-006450,W-RUN-006450,3.29,22.12,4.65,2.019,65,0,0.015048,4.775,1
RUN-006451,W-RUN-006451,3.17,20.77,13.34,2.19,50,1,0.015358,3.938,1
RUN-006452,W-RUN-006452,3.192,22.16,5.56,3.161,48,3,0.016567,3.225,1
RUN-006453,W-RUN-006453,3.201,19.78,21.04,3.94,40,0,0.015696,3.076,1
RUN-006454,W-RUN-006454,3.247,18.97,14.22,2.167,74,0,0.014833,5.568,1
RUN-006455,W-RUN-006455,3.267,24.32,19.57,3.45,56,3,0.016513,4.452,1
RUN-006456,W-RUN-006456,3.193,19.4,11.68,1.994,47,2,0.014304,5.385,1
RUN-006457,W-RUN-006457,3.184,20.03,16.6,3.464,91,0,0.015585,8.84,0
RUN-006458,W-RUN-006458,3.244,18.15,10.9,2.49,73,0,0.015743,6.518,1
RUN-006459,W-RUN-006459,3.163,22.08,15.39,0.692,48,3,0.015602,3.318,1
RUN-006460,W-RUN-006460,3.221,21.91,16.88,2.21,69,1,0.015393,5.378,1
RUN-006461,W-RUN-006461,3.173,19.74,15.31,3.99,68,0,0.015772,9.549,1
RUN-006462,W-RUN-006462,3.232,18.62,9.1,1.879,45,2,0.015365,5.361,1
RUN-006463,W-RUN-006463,3.242,18.69,19.29,5.166,33,3,0.016105,5.452,1
RUN-006464,W-RUN-006464,3.235,26.13,12.7,1.747,62,2,0.015204,2.804,1
RUN-006465,W-RUN-006465,3.271,22.42,15.28,2.915,42,2,0.016455,5.862,1
RUN-006466,W-RUN-006466,3.213,20.68,16.0,2.884,69,6,0.015887,4.511,1
RUN-006467,W-RUN-006467,3.232,23.04,17.91,3.094,59,1,0.016184,4.401,1
RUN-006468,W-RUN-006468,3.253,20.73,11.82,3.22,31,2,0.013993,4.025,1
RUN-006469,W-RUN-006469,3.242,19.39,19.36,4.199,48,2,0.015959,5.548,1
RUN-006470,W-RUN-006470,3.295,20.48,9.78,3.557,32,2,0.016407,4.042,1
RUN-006471,W-RUN-006471,3.192,15.54,19.32,2.145,67,0,0.015496,3.954,1
RUN-006472,W-RUN-006472,3.262,22.83,17.79,3.26,66,1,0.016863,5.067,1
RUN-006473,W-RUN-006473,3.162,19.85,12.35,2.657,42,4,0.015029,6.281,1
RUN-006474,W-RUN-006474,3.175,17.39,13.4,3.436,72,1,0.01566,3.813,1
RUN-006475,W-RUN-006475,3.207,19.54,21.68,3.387,64,0,0.01596,3.361,1
RUN-006476,W-RUN-006476,3.174,12.67,11.35,2.83,35,1,0.016738,5.448,1
RUN-006477,W-RUN-006477,3.249,22.31,19.1,2.987,47,1,0.015247,6.406,1
RUN-006478,W-RUN-006478,3.205,20.27,10.81,2.454,48,2,0.015873,4.543,1
RUN-006479,W-RUN-006479,3.22,15.66,10.89,1.348,53,2,0.016563,6.511,1
RUN-006480,W-RUN-006480,3.16,26.68,16.28,2.435,56,1,0.014984,6.557,1
RUN-006481,W-RUN-006481,3.187,25.63,17.87,3.419,58,3,0.016445,5.445,1
RUN-006482,W-RUN-006482,3.212,18.97,17.58,3.281,69,2,0.0156,4.864,1
RUN-006483,W-RUN-006483,3.199,16.26,11.58,3.145,64,1,0.016101,7.222,1
RUN-006484,W-RUN-006484,3.219,18.57,12.1,2.929,44,0,0.015774,4.25,1
RUN-006485,W-RUN-006485,3.305,19.41,5.62,3.011,36,1,0.016213,6.791,1
RUN-006486,W-RUN-006486,3.253,17.13,12.3,2.576,39,3,0.014726,2.953,1
RUN-006487,W-RUN-006487,3.202,20.05,18.93,3.865,60,3,0.016156,3.65,1
RUN-006488,W-RUN-006488,3.214,21.53,14.96,2.703,64,2,0.01754,6.084,1
RUN-006489,W-RUN-006489,3.226,17.48,13.98,2.053,59,0,0.017468,5.4,1
RUN-006490,W-RUN-006490,3.197,15.55,20.75,3.537,56,2,0.016677,4.136,1
RUN-006491,W-RUN-006491,3.239,20.62,10.76,2.189,72,2,0.017033,5.781,1
RUN-006492,W-RUN-006492,3.243,22.05,18.2,2.463,61,0,0.016405,6.261,1
RUN-006493,W-RUN-006493,3.286,21.62,14.09,3.049,76,2,0.016649,4.139,1
RUN-006494,W-RUN-006494,3.274,22.34,16.46,4.29,39,1,0.015948,3.754,1
RUN-006495,W-RUN-006495,3.302,20.34,21.51,3.503,35,4,0.016551,5.515,1
RUN-006496,W-RUN-006496,3.221,20.37,14.49,1.999,45,0,0.016352,5.55,1
RUN-006497,W-RUN-006497,3.203,15.29,16.45,1.376,75,1,0.015363,4.985,1
RUN-006498,W-RUN-006498,3.149,18.3,10.46,3.03,49,3,0.015173,4.222,1
RUN-006499,W-RUN-006499,3.264,19.26,12.85,3.774,68,0,0.017089,11.176,1
RUN-006500,W-RUN-006500,3.276,18.05,14.85,2.125,63,2,0.014764,1.582,1
RUN-006501,W-RUN-006501,3.243,20.42,13.99,2.011,44,1,0.014342,4.51,1
RUN-006502,W-RUN-006502,3.252,28.54,13.3,3.719,41,0,0.016241,3.851,1
RUN-006503,W-RUN-006503,3.203,20.44,12.62,3.124,40,2,0.015045,4.46,1
RUN-006504,W-RUN-006504,3.173,26.31,17.29,2.849,56,0,0.017406,6.564,1
RUN-006505,W-RUN-006505,3.249,18.2,6.63,2.125,76,1,0.015944,4.365,1
RUN-006506,W-RUN-006506,3.241,20.76,19.31,2.348,42,3,0.017076,6.58,1
RUN-006507,W-RUN-006507,3.218,23.06,14.17,3.236,40,4,0.016045,5.313,1
RUN-006508,W-RUN-006508,3.2,17.24,9.86,3.513,44,1,0.014778,3.005,1
RUN-006509,W-RUN-006509,3.237,22.18,18.05,2.698,47,2,0.015818,7.369,1
RUN-006510,W-RUN-006510,3.212,23.82,12.62,2.981,34,0,0.016363,2.54,1
RUN-006511,W-RUN-006511,3.199,24.38,10.51,2.355,57,2,0.014236,4.039,1
RUN-006512,W-RUN-006512,3.257,19.93,10.7,2.007,43,2,0.015474,5.637,1
RUN-006513,W-RUN-006513,3.274,17.48,16.67,2.617,59,1,0.016251,5.458,1
RUN-006514,W-RUN-006514,3.201,18.68,11.94,1.978,65,2,0.015033,5.5,1
RUN-006515,W-RUN-006515,3.188,23.35,11.43,1.46,62,0,0.014535,6.753,1
RUN-006516,W-RUN-006516,3.185,18.4,10.14,2.366,49,2,0.015594,7.452,1
RUN-006517,W-RUN-006517,3.174,22.35,14.9,2.479,77,1,0.01566,5.435,1
RUN-006518,W-RUN-006518,3.277,16.75,14.17,2.221,48,4,0.014575,2.736,1
RUN-006519,W-RUN-006519,3.258,24.22,17.55,2.44,42,0,0.0163,4.846,1
RUN-006520,W-RUN-006520,3.248,22.62,12.23,2.605,54,2,0.015597,4.124,1
RUN-006521,W-RUN-006521,3.216,22.47,15.55,3.981,61,2,0.015438,9.005,1
RUN-006522,W-RUN-006522,3.244,22.92,13.0,2.262,84,2,0.01606,3.545,0
RUN-006523,W-RUN-006523,3.225,22.93,4.92,1.663,52,2,0.015263,3.275,1
RUN-006524,W-RUN-006524,3.205,20.01,8.51,3.464,41,1,0.015392,5.665,1
RUN-006525,W-RUN-006525,3.213,21.88,15.01,3.021,38,2,0.015747,2.019,1
RUN-006526,W-RUN-006526,3.258,22.18,17.76,2.668,58,2,0.015408,4.961,1
RUN-006527,W-RUN-006527,3.242,21.29,16.98,3.794,56,3,0.01711,5.47,1
RUN-006528,W-RUN-006528,3.201,20.75,17.78,3.849,46,1,0.016598,6.507,1
RUN-006529,W-RUN-006529,3.169,15.88,17.7,2.749,48,2,0.015676,3.252,1
RUN-006530,W-RUN-006530,3.248,18.71,15.06,3.487,46,2,0.016167,7.042,1
RUN-006531,W-RUN-006531,3.232,19.02,9.79,2.666,68,1,0.015751,4.631,1
RUN-006532,W-RUN-006532,3.182,23.81,23.14,4.386,61,4,0.016613,7.204,1
RUN-006533,W-RUN-006533,3.276,18.99,5.82,3.18,39,0,0.015295,3.904,1
RUN-006534,W-RUN-006534,3.304,19.75,6.46,2.011,37,0,0.015291,5.394,1
RUN-006535,W-RUN-006535,3.234,19.16,5.89,1.916,42,2,0.01688,6.727,1
RUN-006536,W-RUN-006536,3.218,25.31,12.82,2.147,43,1,0.014556,5.34,1
RUN-006537,W-RUN-006537,3.31,19.19,20.31,3.257,43,4,0.016074,5.922,1
RUN-006538,W-RUN-006538,3.187,23.95,21.84,3.272,37,1,0.01629,5.865,1
RUN-006539,W-RUN-006539,3.166,26.85,22.36,3.477,53,2,0.014054,4.752,1
RUN-006540,W-RUN-006540,3.316,16.7,9.43,2.617,83,3,0.015489,5.285,0
RUN-006541,W-RUN-006541,3.183,21.83,8.47,2.598,58,0,0.01528,3.11,1
RUN-006542,W-RUN-006542,3.278,23.48,13.14,3.249,39,0,0.016337,4.974,1
RUN-006543,W-RUN-006543,3.183,18.67,14.27,2.818,83,1,0.016128,4.137,0
RUN-006544,W-RUN-006544,3.224,19.54,17.92,2.568,49,4,0.016032,6.505,1
RUN-006545,W-RUN-006545,3.23,18.14,12.73,3.187,35,0,0.014757,5.461,1
RUN-006546,W-RUN-006546,3.182,17.28,12.86,4.293,46,4,0.014891,3.817,1
RUN-006547,W-RUN-006547,3.259,21.57,18.16,3.82,59,1,0.015348,5.97,1
RUN-006548,W-RUN-006548,3.265,18.92,8.82,2.765,48,0,0.016014,5.92,1
RUN-006549,W-RUN-006549,3.269,18.79,15.08,2.15,39,2,0.013872,6.416,1
RUN-006550,W-RUN-006550,3.219,19.75,13.82,2.956,61,1,0.016415,5.612,1
RUN-006551,W-RUN-006551,3.213,19.71,15.5,3.305,46,1,0.015997,5.621,1
RUN-006552,W-RUN-006552,3.22,20.48,20.42,3.097,36,0,0.016778,4.747,1
RUN-006553,W-RUN-006553,3.182,18.9,14.04,2.318,62,0,0.016063,5.429,1
RUN-006554,W-RUN-006554,3.2,18.73,17.67,1.827,43,5,0.016329,5.654,1
RUN-006555,W-RUN-006555,3.228,21.87,12.51,2.413,49,2,0.016265,7.169,1
RUN-006556,W-RUN-006556,3.177,19.1,14.69,1.821,42,0,0.015285,4.881,1
RUN-006557,W-RUN-006557,3.317,20.54,10.48,1.7,60,2,0.016509,6.509,1
RUN-006558,W-RUN-006558,3.25,21.09,16.17,3.472,55,0,0.017315,6.728,1
RUN-006559,W-RUN-006559,3.246,22.94,13.38,2.824,55,4,0.015261,5.671,1
RUN-006560,W-RUN-006560,3.189,17.12,14.43,2.635,57,1,0.017445,5.405,1
RUN-006561,W-RUN-006561,3.19,23.41,16.38,3.629,55,1,0.015258,5.38,1
RUN-006562,W-RUN-006562,3.236,24.7,15.6,2.671,72,1,0.014807,7.019,1
RUN-006563,W-RUN-006563,3.236,24.29,15.93,3.497,42,1,0.015761,3.93,1
RUN-006564,W-RUN-006564,3.21,19.26,12.77,3.313,68,2,0.016125,4.67,1
RUN-006565,W-RUN-006565,3.321,18.15,12.66,2.094,92,1,0.016307,4.251,0
RUN-006566,W-RUN-006566,3.248,19.79,8.73,3.01,61,3,0.01495,6.534,1
RUN-006567,W-RUN-006567,3.215,23.64,15.72,3.305,92,1,0.016082,4.716,0
RUN-006568,W-RUN-006568,3.155,17.52,18.96,4.067,74,1,0.016691,4.739,1
RUN-006569,W-RUN-006569,3.243,18.28,11.26,2.274,69,0,0.015688,6.269,1
RUN-006570,W-RUN-006570,3.215,21.5,18.38,3.521,27,0,0.015542,6.9,1
RUN-006571,W-RUN-006571,3.154,24.19,10.61,3.924,61,0,0.016681,6.484,1
RUN-006572,W-RUN-006572,3.214,18.32,14.17,2.397,64,1,0.016584,5.07,1
RUN-006573,W-RUN-006573,3.275,17.2,18.25,4.141,59,0,0.015587,4.389,1
RUN-006574,W-RUN-006574,3.221,19.3,8.83,3.035,52,2,0.014725,7.31,1
RUN-006575,W-RUN-006575,3.241,25.05,7.42,2.194,55,1,0.015436,7.041,1
RUN-006576,W-RUN-006576,3.216,25.43,10.02,2.287,59,2,0.015232,3.087,1
RUN-006577,W-RUN-006577,3.157,20.36,9.79,1.624,68,3,0.01573,4.258,1
RUN-006578,W-RUN-006578,3.256,21.81,8.46,2.464,51,3,0.0154,4.437,1
RUN-006579,W-RUN-006579,3.27,16.53,10.17,2.543,60,2,0.015699,6.891,1
RUN-006580,W-RUN-006580,3.193,19.98,11.03,1.304,45,2,0.014067,5.367,1
RUN-006581,W-RUN-006581,3.152,22.16,18.07,3.061,47,1,0.016713,8.949,1
RUN-006582,W-RUN-006582,3.243,19.32,13.96,2.189,59,1,0.016794,4.922,1
RUN-006583,W-RUN-006583,3.199,14.73,8.11,2.8,60,3,0.014849,3.893,1
RUN-006584,W-RUN-006584,3.223,20.92,14.59,3.123,68,1,0.015477,5.38,1
RUN-006585,W-RUN-006585,3.191,18.95,16.99,3.473,58,3,0.016106,3.863,1
RUN-006586,W-RUN-006586,3.227,17.86,20.93,3.718,66,1,0.015763,9.371,1
RUN-006587,W-RUN-006587,3.285,19.47,12.46,2.295,72,5,0.014865,7.809,1
RUN-006588,W-RUN-006588,3.226,22.64,17.02,3.735,42,3,0.015553,5.418,1
RUN-006589,W-RUN-006589,3.225,18.73,6.61,3.053,41,2,0.01539,5.708,1
RUN-006590,W-RUN-006590,3.271,23.5,12.15,2.718,69,2,0.015639,6.004,1
RUN-006591,W-RUN-006591,3.216,25.12,8.73,1.815,63,1,0.01447,5.012,1
RUN-006592,W-RUN-006592,3.262,25.89,8.65,2.371,54,0,0.014787,6.564,1
RUN-006593,W-RUN-006593,3.196,22.24,8.31,2.222,52,1,0.015014,3.899,1
RUN-006594,W-RUN-006594,3.246,22.76,12.22,1.405,35,3,0.014406,6.657,1
RUN-006595,W-RUN-006595,3.159,18.17,17.32,3.833,50,1,0.016298,5.464,1
RUN-006596,W-RUN-006596,3.179,18.66,16.16,3.142,72,1,0.015763,4.455,1
RUN-006597,W-RUN-006597,3.275,21.72,13.53,2.779,60,2,0.016485,1.974,1
RUN-006598,W-RUN-006598,3.182,17.91,15.54,4.767,70,3,0.015374,7.988,1
RUN-006599,W-RUN-006599,3.222,23.8,19.77,3.313,56,2,0.016728,7.23,1
RUN-006600,W-RUN-006600,3.322,18.77,13.69,3.014,39,0,0.015831,5.015,1
RUN-006601,W-RUN-006601,3.169,20.68,7.87,2.29,36,3,0.015646,3.995,1
RUN-006602,W-RUN-006602,3.194,18.65,16.91,3.056,81,4,0.014633,2.578,0
RUN-006603,W-RUN-006603,3.12,24.14,17.3,4.106,35,2,0.016008,5.089,1
RUN-006604,W-RUN-006604,3.173,19.54,17.27,3.366,62,3,0.015068,6.793,1
RUN-006605,W-RUN-006605,3.192,22.55,11.06,2.373,55,1,0.015582,4.712,1
RUN-006606,W-RUN-006606,3.241,17.76,18.05,3.332,50,2,0.015667,4.749,1
RUN-006607,W-RUN-006607,3.214,24.47,11.54,2.613,57,5,0.015047,4.628,1
RUN-006608,W-RUN-006608,3.212,18.56,13.13,2.259,30,2,0.014065,1.246,1
RUN-006609,W-RUN-006609,3.192,22.73,22.05,4.425,50,3,0.015764,3.645,1
RUN-006610,W-RUN-006610,3.237,23.77,11.36,4.058,59,1,0.015792,3.787,1
RUN-006611,W-RUN-006611,3.241,20.5,11.32,2.447,67,0,0.01448,7.667,1
RUN-006612,W-RUN-006612,3.242,22.04,12.91,2.112,52,1,0.015618,3.423,1
RUN-006613,W-RUN-006613,3.187,22.0,16.79,2.562,58,1,0.01694,6.219,1
RUN-006614,W-RUN-006614,3.221,14.3,6.52,1.824,49,3,0.014435,5.526,1
RUN-006615,W-RUN-006615,3.323,21.02,14.36,2.262,42,0,0.016961,5.21,1
RUN-006616,W-RUN-006616,3.265,20.82,17.71,2.993,61,1,0.015571,4.11,1
RUN-006617,W-RUN-006617,3.196,21.93,16.81,1.64,73,1,0.01511,6.86,1
RUN-006618,W-RUN-006618,3.186,19.86,16.72,3.347,62,0,0.014407,5.269,1
RUN-006619,W-RUN-006619,3.295,18.23,16.21,2.986,78,2,0.017293,7.04,1
RUN-006620,W-RUN-006620,3.183,18.48,12.04,2.308,54,5,0.015675,5.257,1
RUN-006621,W-RUN-006621,3.167,21.89,18.23,3.628,48,1,0.015744,6.329,1
RUN-006622,W-RUN-006622,3.296,15.99,12.26,2.491,56,1,0.017106,6.272,1
RUN-006623,W-RUN-006623,3.175,18.15,14.46,1.74,36,1,0.015254,4.815,1
RUN-006624,W-RUN-006624,3.196,23.38,10.84,3.145,44,1,0.016662,6.961,1
RUN-006625,W-RUN-006625,3.182,22.33,17.53,3.578,48,0,0.016444,4.143,1
RUN-006626,W-RUN-006626,3.196,19.26,12.22,2.725,29,2,0.015683,3.683,1
RUN-006627,W-RUN-006627,3.206,18.49,9.47,2.66,26,4,0.016286,6.034,1
RUN-006628,W-RUN-006628,3.234,17.61,10.57,3.245,73,1,0.016607,5.199,1
RUN-006629,W-RUN-006629,3.193,14.62,19.65,3.533,57,1,0.015443,4.175,1
RUN-006630,W-RUN-006630,3.279,19.61,15.56,1.944,52,2,0.014485,6.731,1
RUN-006631,W-RUN-006631,3.234,17.9,11.89,2.132,33,0,0.017303,5.164,1
RUN-006632,W-RUN-006632,3.197,23.5,13.22,2.232,49,0,0.014611,6.656,1
RUN-006633,W-RUN-006633,3.238,21.36,15.5,2.329,48,5,0.015818,5.861,1
RUN-006634,W-RUN-006634,3.177,20.51,17.58,3.664,53,2,0.017745,6.776,1
RUN-006635,W-RUN-006635,3.193,15.0,22.36,3.241,60,0,0.017943,5.638,1
RUN-006636,W-RUN-006636,3.175,23.12,14.59,3.146,30,1,0.016267,5.013,1
RUN-006637,W-RUN-006637,3.265,16.41,16.43,3.325,48,3,0.016624,6.231,1
RUN-006638,W-RUN-006638,3.231,24.02,10.76,4.223,54,2,0.017135,5.669,1
RUN-006639,W-RUN-006639,3.215,20.33,15.68,2.738,74,0,0.016506,7.3,1
RUN-006640,W-RUN-006640,3.204,26.06,8.85,2.76,38,7,0.015922,2.522,1
RUN-006641,W-RUN-006641,3.192,18.83,10.08,2.575,45,0,0.016089,4.686,1
RUN-006642,W-RUN-006642,3.161,19.77,7.72,1.927,61,0,0.01673,4.752,1
RUN-006643,W-RUN-006643,3.23,26.34,10.23,1.905,41,0,0.016043,6.569,1
RUN-006644,W-RUN-006644,3.232,19.42,12.74,2.776,49,0,0.015148,5.592,1
RUN-006645,W-RUN-006645,3.202,18.99,17.13,3.544,90,1,0.016588,7.768,0
RUN-006646,W-RUN-006646,3.164,22.18,13.33,4.077,38,1,0.01593,8.24,1
RUN-006647,W-RUN-006647,3.213,22.8,12.55,2.522,63,2,0.016128,6.555,1
RUN-006648,W-RUN-006648,3.198,23.39,17.11,4.049,49,2,0.018036,6.358,1
RUN-006649,W-RUN-006649,3.219,22.06,17.76,3.202,52,1,0.015741,6.086,1
RUN-006650,W-RUN-006650,3.233,25.44,18.29,2.591,58,4,0.016327,4.39,1
RUN-006651,W-RUN-006651,3.179,17.84,14.91,4.2,66,1,0.013925,5.438,1
RUN-006652,W-RUN-006652,3.29,28.7,10.3,2.613,68,2,0.016481,4.838,1
RUN-006653,W-RUN-006653,3.195,20.68,15.73,3.047,49,1,0.015899,6.422,1
RUN-006654,W-RUN-006654,3.2,23.28,13.49,2.282,55,2,0.015777,4.819,1
RUN-006655,W-RUN-006655,3.17,13.78,10.42,1.72,32,3,0.01441,5.084,1
RUN-006656,W-RUN-006656,3.21,22.09,15.0,2.398,51,1,0.01491,4.809,1
RUN-006657,W-RUN-006657,3.259,22.99,16.5,3.215,40,2,0.016502,6.122,1
RUN-006658,W-RUN-006658,3.216,21.33,8.68,2.159,50,2,0.01516,8.705,1
RUN-006659,W-RUN-006659,3.235,21.34,16.66,1.706,56,1,0.014507,3.583,1
RUN-006660,W-RUN-006660,3.228,18.96,16.27,3.385,64,1,0.017677,5.264,1
RUN-006661,W-RUN-006661,3.279,18.01,16.03,2.353,47,2,0.015975,4.987,1
RUN-006662,W-RUN-006662,3.246,20.93,16.64,2.833,56,2,0.016284,6.831,1
RUN-006663,W-RUN-006663,3.255,25.7,18.18,3.945,75,2,0.015542,4.984,1
RUN-006664,W-RUN-006664,3.226,16.26,15.68,3.011,59,4,0.015261,4.111,1
RUN-006665,W-RUN-006665,3.214,20.68,17.44,3.182,69,0,0.016131,2.79,1
RUN-006666,W-RUN-006666,3.189,14.86,16.0,1.87,42,2,0.016668,5.61,1
RUN-006667,W-RUN-006667,3.25,18.52,20.73,2.764,48,2,0.015379,4.437,1
RUN-006668,W-RUN-006668,3.244,22.46,15.9,3.347,62,2,0.015982,7.021,1
RUN-006669,W-RUN-006669,3.198,19.15,17.12,2.53,54,4,0.014618,5.227,1
RUN-006670,W-RUN-006670,3.2,20.59,21.88,3.426,60,0,0.016503,2.334,1
RUN-006671,W-RUN-006671,3.224,21.11,16.26,3.921,54,3,0.017448,5.747,1
RUN-006672,W-RUN-006672,3.219,20.01,17.0,2.674,54,3,0.016004,3.732,1
RUN-006673,W-RUN-006673,3.225,20.6,8.04,2.762,57,2,0.015238,3.548,1
RUN-006674,W-RUN-006674,3.212,23.97,15.94,4.206,50,1,0.016435,2.481,1
RUN-006675,W-RUN-006675,3.209,21.06,9.06,2.792,50,3,0.016406,5.105,1
RUN-006676,W-RUN-006676,3.205,15.1,14.99,2.357,83,0,0.01683,1.689,0
