run_id,wafer_id,thickness_mean_nm,wiwnu_pct,thickness_range_nm,dishing_nm,erosion_pct,particle_count_ge_50nm,scratch_count,electrical_res_ohm,leakage_na,yield_flag
RUN-006187,W-RUN-006187,302.65,3.207,17.79,12.72,2.111,48,2,0.01528,4.91,1
RUN-006188,W-RUN-006188,321.29,3.184,18.99,21.09,2.935,56,1,0.017036,3.197,1
RUN-006189,W-RUN-006189,313.7,3.187,17.74,5.86,3.188,32,0,0.016483,5.608,1
RUN-006190,W-RUN-006190,285.41,3.282,18.25,7.04,1.743,34,1,0.013595,5.269,1
RUN-006191,W-RUN-006191,304.49,3.129,18.79,11.3,1.223,65,2,0.015486,8.519,1
RUN-006192,W-RUN-006192,305.83,3.261,17.19,15.24,2.567,65,1,0.015693,6.699,1
RUN-006193,W-RUN-006193,303.17,3.167,20.97,13.76,3.047,56,0,0.015327,4.668,1
RUN-006194,W-RUN-006194,823.93,3.284,22.51,19.14,2.57,60,2,0.017245,5.67,1
RUN-006195,W-RUN-006195,317.7,3.226,22.05,16.63,2.998,63,2,0.016713,8.379,1
RUN-006196,W-RUN-006196,814.09,3.223,21.29,13.65,3.26,60,3,0.016574,8.26,1
RUN-006197,W-RUN-006197,830.32,3.303,27.03,15.98,3.631,27,2,0.018154,5.062,1
RUN-006198,W-RUN-006198,804.88,3.343,22.28,18.24,4.253,71,1,0.015363,3.186,1
RUN-006199,W-RUN-006199,303.06,3.279,22.0,12.56,2.707,58,2,0.01524,3.378,1
RUN-006200,W-RUN-006200,803.89,3.198,25.33,9.02,2.67,67,2,0.015312,8.641,1
RUN-006201,W-RUN-006201,300.24,3.183,17.13,13.31,2.697,51,0,0.01498,5.104,1
RUN-006202,W-RUN-006202,795.16,3.236,17.78,13.6,3.164,61,1,0.014466,6.741,1
RUN-006203,W-RUN-006203,312.27,3.183,18.86,9.53,2.826,62,2,0.016161,6.235,1
RUN-006204,W-RUN-006204,298.78,3.169,20.04,20.08,2.627,61,4,0.014873,4.346,1
RUN-006205,W-RUN-006205,302.68,3.199,23.88,8.57,1.671,57,1,0.015217,5.506,1
RUN-006206,W-RUN-006206,306.65,3.171,22.52,8.97,1.823,66,1,0.015756,5.427,1
RUN-006207,W-RUN-006207,816.67,3.238,20.65,21.94,3.907,48,6,0.016529,5.606,1
RUN-006208,W-RUN-006208,804.92,3.176,20.9,10.06,2.765,71,3,0.015422,3.881,1
RUN-006209,W-RUN-006209,318.12,3.281,20.19,8.03,2.071,56,3,0.016885,6.027,1
RUN-006210,W-RUN-006210,309.99,3.218,22.84,15.03,2.965,49,2,0.016173,4.493,1
RUN-006211,W-RUN-006211,796.74,3.213,24.38,13.84,2.886,54,2,0.014657,4.056,1
RUN-006212,W-RUN-006212,324.11,3.251,14.62,17.46,3.267,71,1,0.017433,5.607,1
RUN-006213,W-RUN-006213,809.92,3.196,20.77,8.62,1.794,44,1,0.016062,4.326,1
RUN-006214,W-RUN-006214,308.04,3.231,24.49,17.87,2.612,63,1,0.015881,5.775,1
RUN-006215,W-RUN-006215,822.91,3.238,20.56,24.32,3.571,52,2,0.017306,4.744,1
RUN-006216,W-RUN-006216,303.69,3.196,22.24,12.43,2.33,50,2,0.01533,3.658,1
RUN-006217,W-RUN-006217,816.79,3.205,20.56,12.08,3.535,50,2,0.016452,4.07,1
RUN-006218,W-RUN-006218,802.0,3.186,19.28,15.76,3.263,44,2,0.015264,1.758,1
RUN-006219,W-RUN-006219,814.92,3.227,22.16,17.48,2.249,46,0,0.016409,1.747,1
RUN-006220,W-RUN-006220,806.27,3.2,15.79,14.79,2.715,57,0,0.015534,4.345,1
RUN-006221,W-RUN-006221,818.39,3.238,21.71,19.28,3.774,30,1,0.016904,4.861,1
RUN-006222,W-RUN-006222,795.04,3.232,18.12,6.14,2.553,56,2,0.014494,6.543,1
RUN-006223,W-RUN-006223,321.64,3.28,20.31,17.29,3.646,58,1,0.017349,5.561,1
RUN-006224,W-RUN-006224,813.36,3.247,23.31,14.15,3.429,73,0,0.016323,3.853,1
RUN-006225,W-RUN-006225,293.9,3.245,20.19,9.7,2.678,37,2,0.014541,4.631,1
RUN-006226,W-RUN-006226,791.39,3.226,23.33,10.14,1.907,41,5,0.013927,5.194,1
RUN-006227,W-RUN-006227,808.27,3.201,19.47,14.37,3.079,60,0,0.015762,3.388,1
RUN-006228,W-RUN-006228,799.72,3.194,21.29,14.2,3.849,54,2,0.014928,4.139,1
RUN-006229,W-RUN-006229,796.5,3.261,17.64,16.65,2.297,65,1,0.01485,6.539,1
RUN-006230,W-RUN-006230,309.95,3.222,16.99,5.64,2.349,44,1,0.016047,4.332,1
RUN-006231,W-RUN-006231,313.88,3.249,19.59,18.19,4.264,44,1,0.016426,7.154,1
RUN-006232,W-RUN-006232,807.83,3.174,20.83,16.1,3.948,58,2,0.01566,6.239,1
RUN-006233,W-RUN-006233,808.05,3.255,19.32,20.45,2.703,45,2,0.015838,9.82,1
RUN-006234,W-RUN-006234,314.27,3.198,14.72,6.96,2.598,45,5,0.016185,6.138,1
RUN-006235,W-RUN-006235,800.37,3.169,19.18,10.04,2.654,61,1,0.014925,2.784,1
RUN-006236,W-RUN-006236,818.97,3.275,24.84,13.4,3.424,39,4,0.016836,4.715,1
RUN-006237,W-RUN-006237,313.11,3.216,23.7,10.9,3.385,46,0,0.016409,3.861,1
RUN-006238,W-RUN-006238,314.02,3.248,21.95,10.93,1.926,48,1,0.016597,2.825,1
RUN-006239,W-RUN-006239,803.69,3.224,17.56,10.69,1.604,70,0,0.015332,6.482,1
RUN-006240,W-RUN-006240,304.09,3.193,16.21,10.49,3.321,64,1,0.015371,5.566,1
RUN-006241,W-RUN-006241,310.24,3.251,20.36,13.78,3.31,77,3,0.015867,3.156,1
RUN-006242,W-RUN-006242,327.15,3.19,20.02,13.26,3.695,93,3,0.017663,6.063,0
RUN-006243,W-RUN-006243,806.96,3.196,15.6,20.89,3.649,81,2,0.015848,7.685,0
RUN-006244,W-RUN-006244,319.28,3.262,21.85,14.17,2.433,41,4,0.017065,5.439,1
RUN-006245,W-RUN-006245,314.01,3.187,25.3,7.79,1.569,43,0,0.016531,4.389,1
RUN-006246,W-RUN-006246,814.8,3.254,14.51,16.18,3.314,37,3,0.016509,6.201,1
RUN-006247,W-RUN-006247,298.65,3.2,20.37,16.68,3.145,46,2,0.014812,5.603,1
RUN-006248,W-RUN-006248,324.26,3.228,19.23,21.07,3.413,59,0,0.017503,5.806,1
RUN-006249,W-RUN-006249,313.32,3.184,23.88,13.62,2.776,60,2,0.016452,4.806,1
RUN-006250,W-RUN-006250,306.4,3.185,20.63,17.0,3.799,57,0,0.015688,3.425,1
RUN-006251,W-RUN-006251,801.26,3.228,21.04,14.72,2.963,53,1,0.015181,5.905,1
RUN-006252,W-RUN-006252,813.39,3.255,22.32,3.57,2.33,38,1,0.016273,6.615,1
RUN-006253,W-RUN-006253,798.99,3.228,17.08,8.4,2.059,28,3,0.015051,3.591,1
RUN-006254,W-RUN-006254,313.51,3.213,17.81,14.11,2.547,66,1,0.016263,4.603,1
RUN-006255,W-RUN-006255,292.82,3.255,21.86,9.04,2.028,41,0,0.014217,4.351,1
RUN-006256,W-RUN-006256,807.29,3.232,17.99,9.22,2.635,51,1,0.015749,5.218,1
RUN-006257,W-RUN-006257,310.16,3.169,24.15,14.35,1.7,50,1,0.016061,4.59,1
RUN-006258,W-RUN-006258,825.28,3.178,18.82,23.39,4.368,48,4,0.017447,3.855,1
RUN-006259,W-RUN-006259,301.78,3.157,18.84,12.51,2.194,48,2,0.015277,6.295,1
RUN-006260,W-RUN-006260,811.81,3.213,21.37,12.29,2.506,62,1,0.016144,6.682,1
RUN-006261,W-RUN-006261,802.3,3.255,23.85,10.08,2.907,49,4,0.015252,2.48,1
RUN-006262,W-RUN-006262,300.62,3.215,22.35,12.33,3.138,52,2,0.015067,4.95,1
RUN-006263,W-RUN-006263,798.06,3.202,21.96,14.6,2.881,50,1,0.014863,7.523,1
RUN-006264,W-RUN-006264,798.48,3.261,19.21,16.96,3.569,74,0,0.014658,2.749,1
RUN-006265,W-RUN-006265,310.44,3.158,22.58,7.98,2.563,80,2,0.016042,3.342,0
RUN-006266,W-RUN-006266,305.32,3.233,24.99,8.58,3.461,43,1,0.015591,4.318,1
RUN-006267,W-RUN-006267,318.18,3.182,20.67,20.21,2.426,40,3,0.016903,6.932,1
RUN-006268,W-RUN-006268,807.3,3.215,20.49,12.85,3.735,49,1,0.015691,4.597,1
RUN-006269,W-RUN-006269,803.77,3.191,21.58,14.57,3.076,29,0,0.015318,6.56,1
RUN-006270,W-RUN-006270,802.72,3.242,19.68,11.75,2.673,45,0,0.015377,6.458,1
RUN-006271,W-RUN-006271,813.66,3.233,22.24,20.32,5.43,39,2,0.016372,4.812,1
RUN-006272,W-RUN-006272,291.82,3.198,18.22,7.07,2.579,75,0,0.014167,4.906,1
RUN-006273,W-RUN-006273,797.66,3.27,25.41,7.03,1.639,46,5,0.014702,3.154,1
RUN-006274,W-RUN-006274,795.58,3.254,20.29,13.36,2.879,61,1,0.014656,6.965,1
RUN-006275,W-RUN-006275,307.78,3.134,20.51,15.76,2.924,75,0,0.015792,6.819,1
RUN-006276,W-RUN-006276,307.53,3.178,21.25,9.57,2.579,42,0,0.015723,5.543,1
RUN-006277,W-RUN-006277,307.25,3.271,22.6,17.7,4.543,60,0,0.015795,1.498,1
RUN-006278,W-RUN-006278,294.95,3.239,21.17,12.46,2.913,50,2,0.014644,5.583,1
RUN-006279,W-RUN-006279,304.65,3.235,21.69,11.2,2.352,76,0,0.015531,5.34,1
RUN-006280,W-RUN-006280,822.01,3.16,19.4,18.65,4.307,59,3,0.017273,5.831,1
RUN-006281,W-RUN-006281,311.66,3.224,19.32,11.35,1.437,43,1,0.016293,3.277,1
RUN-006282,W-RUN-006282,295.98,3.168,18.57,12.2,2.28,64,1,0.014599,4.122,1
RUN-006283,W-RUN-006283,795.24,3.201,18.16,8.9,1.517,57,4,0.014694,5.642,1
RUN-006284,W-RUN-006284,801.91,3.183,16.37,13.22,2.129,53,0,0.01523,6.189,1
RUN-006285,W-RUN-006285,301.08,3.206,19.63,18.51,3.257,40,2,0.015239,5.745,1
RUN-006286,W-RUN-006286,804.54,3.163,19.9,6.42,2.403,64,2,0.015567,5.739,1
RUN-006287,W-RUN-006287,321.1,3.204,27.17,16.11,3.041,47,1,0.016895,6.593,1
RUN-006288,W-RUN-006288,325.2,3.192,22.0,12.96,1.712,33,2,0.017333,4.597,1
RUN-006289,W-RUN-006289,803.59,3.168,18.03,15.55,3.796,50,3,0.015405,8.374,1
RUN-006290,W-RUN-006290,316.5,3.212,19.96,17.67,2.993,46,1,0.016647,4.308,1
RUN-006291,W-RUN-006291,812.86,3.179,25.3,6.85,2.698,54,2,0.016272,4.674,1
RUN-006292,W-RUN-006292,304.76,3.21,18.57,9.64,1.753,63,2,0.015524,6.197,1
RUN-006293,W-RUN-006293,289.47,3.254,19.15,4.5,2.003,62,3,0.013862,3.756,1
RUN-006294,W-RUN-006294,288.01,3.189,23.09,8.45,1.644,60,2,0.013882,3.616,1
RUN-006295,W-RUN-006295,810.68,3.248,22.27,15.7,3.251,38,1,0.016099,3.437,1
RUN-006296,W-RUN-006296,802.85,3.289,22.2,15.33,2.813,49,0,0.015547,5.062,1
RUN-006297,W-RUN-006297,306.57,3.192,18.76,17.95,3.525,54,2,0.015601,7.163,1
RUN-006298,W-RUN-006298,812.67,3.195,20.19,9.09,3.101,34,3,0.016273,4.562,1
RUN-006299,W-RUN-006299,331.61,3.22,15.68,16.16,2.816,60,1,0.018094,4.633,1
RUN-006300,W-RUN-006300,810.81,3.2,21.27,19.1,3.424,44,2,0.016385,7.162,1
RUN-006301,W-RUN-006301,311.11,3.192,17.73,17.19,3.322,60,2,0.016256,5.334,1
RUN-006302,W-RUN-006302,296.0,3.27,22.57,11.1,2.38,67,2,0.014558,5.619,1
RUN-006303,W-RUN-006303,801.91,3.179,24.15,18.29,2.669,49,1,0.015158,7.817,1
RUN-006304,W-RUN-006304,301.83,3.159,23.37,7.32,1.92,66,3,0.015053,6.07,1
RUN-006305,W-RUN-006305,294.63,3.206,17.68,8.65,2.658,78,0,0.014363,2.978,1
RUN-006306,W-RUN-006306,302.75,3.213,17.38,19.41,4.591,58,1,0.015252,1.425,1
RUN-006307,W-RUN-006307,316.05,3.291,19.63,16.03,2.473,41,0,0.0166,5.175,1
RUN-006308,W-RUN-006308,805.93,3.211,18.13,17.58,3.584,62,1,0.015647,5.183,1
RUN-006309,W-RUN-006309,307.89,3.231,17.25,13.77,2.852,72,4,0.01562,2.721,1
RUN-006310,W-RUN-006310,819.21,3.204,17.18,23.53,3.035,40,3,0.016802,4.602,1
RUN-006311,W-RUN-006311,799.76,3.151,21.09,4.3,1.467,63,1,0.014888,5.741,1
RUN-006312,W-RUN-006312,800.16,3.224,18.0,14.47,2.781,52,1,0.015186,4.24,1
RUN-006313,W-RUN-006313,309.81,3.19,22.93,15.49,2.447,79,2,0.01589,3.77,1
RUN-006314,W-RUN-006314,814.21,3.197,25.17,9.8,2.387,57,2,0.016361,9.279,1
RUN-006315,W-RUN-006315,817.6,3.209,20.21,19.93,3.58,78,2,0.016812,5.815,1
RUN-006316,W-RUN-006316,318.09,3.302,17.86,16.98,3.755,71,2,0.016765,5.009,1
RUN-006317,W-RUN-006317,302.24,3.155,15.43,20.34,2.932,52,1,0.015191,4.569,1
RUN-006318,W-RUN-006318,805.92,3.178,20.51,14.63,2.298,52,5,0.015682,4.672,1
RUN-006319,W-RUN-006319,813.62,3.257,20.62,18.2,3.747,62,2,0.016378,6.854,1
RUN-006320,W-RUN-006320,307.66,3.225,16.92,9.98,2.251,51,0,0.015825,1.852,1
RUN-006321,W-RUN-006321,313.99,3.228,21.94,14.9,3.155,52,1,0.016439,3.464,1
RUN-006322,W-RUN-006322,309.75,3.298,23.06,10.27,1.968,61,1,0.016072,5.122,1
RUN-006323,W-RUN-006323,316.54,3.249,22.9,18.15,3.163,71,1,0.016759,6.466,1
RUN-006324,W-RUN-006324,804.54,3.3,18.68,11.86,2.881,56,3,0.015543,3.579,1
RUN-006325,W-RUN-006325,301.93,3.222,15.68,11.67,2.799,69,2,0.015175,5.279,1
RUN-006326,W-RUN-006326,308.17,3.285,22.84,13.71,2.66,62,2,0.015911,5.778,1
RUN-006327,W-RUN-006327,805.41,3.181,19.74,10.4,3.147,49,2,0.015725,4.871,1
RUN-006328,W-RUN-006328,806.19,3.23,24.05,13.19,3.952,75,3,0.015677,5.208,1
RUN-006329,W-RUN-006329,319.48,3.227,27.45,12.64,2.169,56,4,0.016994,4.331,1
RUN-006330,W-RUN-006330,796.42,3.175,22.32,11.28,2.815,37,1,0.014477,5.798,1
RUN-006331,W-RUN-006331,824.78,3.166,20.93,13.17,4.035,32,2,0.017505,8.023,1
RUN-006332,W-RUN-006332,815.34,3.219,22.74,14.32,3.553,59,0,0.016565,3.965,1
RUN-006333,W-RUN-006333,795.27,3.188,19.61,14.45,1.971,36,1,0.014614,3.54,1
RUN-006334,W-RUN-006334,312.51,3.219,25.46,19.69,2.434,70,3,0.016234,4.103,1
RUN-006335,W-RUN-006335,809.23,3.25,19.23,12.56,2.606,41,1,0.015835,6.399,1
RUN-006336,W-RUN-006336,799.47,3.179,20.8,14.38,2.168,55,1,0.014952,4.124,1
RUN-006337,W-RUN-006337,313.08,3.17,22.21,11.42,2.146,65,1,0.016318,7.35,1
RUN-006338,W-RUN-006338,311.7,3.171,21.53,12.28,2.986,56,0,0.016017,4.319,1
RUN-006339,W-RUN-006339,313.49,3.203,20.83,14.56,1.936,37,0,0.016239,4.507,1
RUN-006340,W-RUN-006340,810.75,3.164,17.13,8.66,1.984,50,1,0.01598,3.587,1
RUN-006341,W-RUN-006341,811.32,3.289,25.8,21.01,3.595,48,1,0.016264,1.488,1
RUN-006342,W-RUN-006342,314.45,3.225,16.92,15.84,2.295,50,0,0.016371,5.0,1
RUN-006343,W-RUN-006343,302.96,3.214,18.15,8.97,1.859,61,1,0.015215,1.562,1
RUN-006344,W-RUN-006344,314.62,3.179,15.14,15.88,3.028,50,0,0.016429,8.72,1
RUN-006345,W-RUN-006345,797.48,3.268,21.53,7.91,1.591,48,1,0.01481,9.04,1
RUN-006346,W-RUN-006346,811.73,3.181,20.58,17.03,2.85,54,2,0.016012,4.869,1
RUN-006347,W-RUN-006347,805.37,3.182,20.41,10.55,1.35,54,2,0.01555,5.746,1
RUN-006348,W-RUN-006348,812.31,3.181,19.12,17.04,2.473,64,3,0.016288,4.986,1
RUN-006349,W-RUN-006349,292.95,3.21,22.24,9.32,1.842,55,1,0.014223,5.899,1
RUN-006350,W-RUN-006350,782.77,3.334,19.41,10.51,2.563,51,2,0.013299,8.598,1
RUN-006351,W-RUN-006351,309.27,3.232,24.37,14.57,2.225,68,1,0.016143,4.321,1
RUN-006352,W-RUN-006352,811.94,3.205,21.94,15.29,2.531,62,0,0.016299,4.484,1
RUN-006353,W-RUN-006353,797.2,3.216,24.99,8.7,2.092,45,0,0.01453,3.215,1
RUN-006354,W-RUN-006354,303.54,3.232,19.22,11.28,2.869,55,3,0.015223,7.064,1
RUN-006355,W-RUN-006355,312.49,3.299,20.25,2.21,2.143,52,1,0.01616,6.85,1
RUN-006356,W-RUN-006356,823.53,3.222,17.96,19.6,2.603,68,1,0.017375,6.4,1
RUN-006357,W-RUN-006357,299.35,3.175,16.74,7.07,1.34,64,3,0.014858,5.183,1
RUN-006358,W-RUN-006358,817.02,3.296,18.52,9.7,2.886,58,3,0.016568,6.959,1
RUN-006359,W-RUN-006359,791.16,3.245,23.07,2.11,0.664,53,2,0.014206,6.243,1
RUN-006360,W-RUN-006360,805.91,3.238,16.31,9.52,2.36,64,2,0.015559,4.366,1
RUN-006361,W-RUN-006361,326.55,3.228,16.82,18.48,3.164,47,0,0.017744,6.727,1
RUN-006362,W-RUN-006362,315.54,3.223,21.31,11.47,2.481,33,1,0.016709,6.7,1
RUN-006363,W-RUN-006363,811.34,3.24,17.22,14.92,3.876,64,0,0.016054,6.016,1
RUN-006364,W-RUN-006364,304.04,3.248,19.4,5.7,2.111,52,3,0.015376,4.741,1
RUN-006365,W-RUN-006365,300.9,3.154,15.08,6.47,2.307,49,3,0.015129,5.705,1
RUN-006366,W-RUN-006366,300.06,3.223,18.99,8.45,2.206,38,1,0.014943,6.914,1
RUN-006367,W-RUN-006367,320.78,3.303,16.75,21.88,3.049,64,2,0.016945,5.11,1
RUN-006368,W-RUN-006368,806.62,3.25,21.58,5.73,2.107,48,1,0.015786,4.793,1
RUN-006369,W-RUN-006369,808.16,3.172,18.85,13.53,1.792,46,2,0.015908,6.222,1
RUN-006370,W-RUN-006370,313.13,3.231,15.56,12.22,1.666,53,2,0.016237,3.704,1
RUN-006371,W-RUN-006371,308.1,3.236,17.21,9.84,2.021,58,5,0.015788,3.817,1
RUN-006372,W-RUN-006372,807.14,3.253,22.22,13.55,3.128,52,2,0.015722,5.858,1
RUN-006373,W-RUN-006373,811.14,3.203,18.46,17.91,4.169,65,0,0.015948,3.223,1
RUN-006374,W-RUN-006374,320.71,3.263,20.75,15.12,3.467,52,1,0.017148,3.811,1
RUN-006375,W-RUN-006375,320.16,3.207,23.39,11.59,2.532,47,0,0.016796,1.386,1
RUN-006376,W-RUN-006376,301.31,3.206,21.3,8.73,2.111,86,2,0.014937,4.389,0
RUN-006377,W-RUN-006377,814.27,3.236,20.39,7.12,2.099,38,3,0.016434,3.759,1
RUN-006378,W-RUN-006378,302.64,3.217,15.56,7.61,2.133,76,4,0.015164,4.565,1
RUN-006379,W-RUN-006379,309.15,3.202,23.04,18.86,3.042,56,0,0.015871,5.547,1
RUN-006380,W-RUN-006380,312.24,3.214,21.36,6.94,2.719,59,2,0.016318,5.764,1
RUN-006381,W-RUN-006381,288.91,3.283,17.37,10.12,1.671,58,1,0.014022,3.89,1
RUN-006382,W-RUN-006382,812.13,3.191,19.33,21.05,4.076,33,1,0.016167,6.504,1
RUN-006383,W-RUN-006383,315.49,3.177,17.07,11.94,2.732,46,2,0.016436,4.103,1
RUN-006384,W-RUN-006384,310.77,3.202,24.43,13.69,1.805,32,1,0.016189,5.44,1
RUN-006385,W-RUN-006385,816.19,3.204,20.56,18.07,3.872,49,3,0.016527,8.106,1
RUN-006386,W-RUN-006386,316.49,3.201,16.54,15.88,3.875,41,2,0.016726,4.862,1
RUN-006387,W-RUN-006387,796.94,3.278,15.25,6.0,2.856,60,4,0.014879,4.143,1
RUN-006388,W-RUN-006388,310.82,3.211,17.28,19.83,2.675,57,1,0.015995,4.495,1
RUN-006389,W-RUN-006389,302.85,3.214,19.69,18.27,3.365,59,0,0.015288,6.758,1
RUN-006390,W-RUN-006390,317.24,3.242,24.17,8.53,2.251,69,1,0.016623,6.047,1
RUN-006391,W-RUN-006391,309.6,3.218,17.43,11.65,1.172,61,5,0.015842,6.745,1
RUN-006392,W-RUN-006392,815.76,3.243,21.6,14.45,2.845,67,2,0.016632,4.419,1
RUN-006393,W-RUN-006393,796.13,3.157,15.79,13.11,2.482,42,1,0.014477,7.067,1
RUN-006394,W-RUN-006394,803.08,3.283,20.53,9.48,3.037,35,2,0.015192,3.23,1
RUN-006395,W-RUN-006395,799.18,3.247,23.5,4.0,1.967,48,2,0.014871,6.747,1
RUN-006396,W-RUN-006396,807.74,3.251,19.32,11.03,1.936,34,1,0.015849,6.12,1
RUN-006397,W-RUN-006397,808.92,3.185,16.42,11.87,1.307,63,1,0.015737,4.675,1
RUN-006398,W-RUN-006398,321.38,3.216,15.07,18.36,4.155,59,4,0.017128,4.925,1
RUN-006399,W-RUN-006399,818.94,3.161,19.74,18.55,2.584,32,1,0.017039,6.118,1
RUN-006400,W-RUN-006400,319.8,3.198,20.9,18.44,3.76,50,1,0.016902,3.248,1
RUN-006401,W-RUN-006401,331.81,3.192,24.7,13.76,3.672,67,0,0.018335,5.469,1
RUN-006402,W-RUN-006402,307.59,3.21,17.31,18.88,2.542,50,2,0.015824,6.747,1
RUN-006403,W-RUN-006403,314.46,3.223,23.66,16.14,3.866,64,2,0.016556,4.125,1
RUN-006404,W-RUN-006404,796.55,3.191,18.42,8.43,1.779,36,3,0.014677,7.075,1
RUN-006405,W-RUN-006405,799.4,3.156,19.32,8.1,2.782,67,2,0.014999,3.183,1
RUN-006406,W-RUN-006406,309.67,3.241,16.96,8.8,1.714,50,1,0.015921,4.227,1
RUN-006407,W-RUN-006407,299.25,3.195,20.2,15.44,2.432,78,1,0.014827,4.524,1
RUN-006408,W-RUN-006408,807.53,3.268,23.9,17.11,2.738,34,3,0.01577,6.757,1
RUN-006409,W-RUN-006409,806.64,3.177,20.18,16.97,3.993,71,1,0.01559,6.56,1
RUN-006410,W-RUN-006410,304.0,3.222,18.48,7.92,1.688,40,4,0.015568,3.845,1
RUN-006411,W-RUN-006411,307.69,3.235,21.18,11.36,2.204,58,1,0.015921,6.541,1
RUN-006412,W-RUN-006412,800.6,3.22,18.39,13.92,2.552,75,0,0.015086,5.364,1
RUN-006413,W-RUN-006413,831.29,3.233,16.93,16.69,3.918,31,3,0.018093,6.163,1
RUN-006414,W-RUN-006414,797.86,3.204,21.16,10.83,2.457,74,0,0.014747,4.436,1
RUN-006415,W-RUN-006415,312.37,3.19,18.61,8.49,2.832,82,0,0.016268,6.279,0
RUN-006416,W-RUN-006416,293.91,3.214,18.75,2.09,1.811,43,0,0.014461,5.01,1
RUN-006417,W-RUN-006417,309.39,3.267,20.67,13.57,1.96,49,1,0.015963,6.138,1
RUN-006418,W-RUN-006418,300.41,3.154,18.28,15.49,3.925,53,0,0.015047,0.345,1
RUN-006419,W-RUN-006419,311.17,3.242,19.59,7.98,2.422,40,4,0.016147,6.483,1
RUN-006420,W-RUN-006420,807.92,3.173,23.33,10.76,2.655,65,2,0.015795,5.548,1
RUN-006421,W-RUN-006421,801.16,3.192,20.57,20.16,4.054,35,4,0.015278,4.897,1
RUN-006422,W-RUN-006422,308.25,3.231,20.46,14.35,3.551,54,2,0.01579,3.917,1
RUN-006423,W-RUN-006423,803.89,3.185,24.14,19.92,3.262,58,1,0.015282,6.245,1
RUN-006424,W-RUN-006424,302.57,3.192,20.83,15.1,2.352,35,1,0.015292,5.352,1
RUN-006425,W-RUN-006425,330.08,3.147,19.55,15.93,4.012,49,3,0.018148,5.356,1
RUN-006426,W-RUN-006426,820.48,3.29,22.15,20.74,3.383,51,0,0.01708,6.704,1
RUN-006427,W-RUN-006427,306.24,3.249,22.55,13.04,2.182,57,5,0.015546,3.038,1
RUN-006428,W-RUN-006428,312.35,3.184,20.14,13.84,3.588,50,1,0.016256,3.54,1
RUN-006429,W-RUN-006429,322.94,3.289,20.9,20.31,3.728,66,4,0.017208,5.764,1
RUN-006430,W-RUN-006430,309.13,3.272,21.83,14.91,3.51,65,3,0.015864,4.466,1
RUN-006431,W-RUN-006431,808.03,3.249,16.63,13.98,2.845,49,0,0.015828,7.061,1
RUN-006432,W-RUN-006432,303.82,3.203,23.64,10.11,1.914,72,1,0.015252,6.191,1
RUN-006433,W-RUN-006433,307.5,3.16,19.61,14.12,2.963,43,0,0.01582,6.058,1
RUN-006434,W-RUN-006434,812.09,3.218,20.23,15.9,2.784,32,2,0.016419,5.671,1
RUN-006435,W-RUN-006435,315.27,3.259,23.57,14.38,3.009,68,2,0.016576,6.049,1
RUN-006436,W-RUN-006436,316.47,3.283,18.02,12.57,1.698,56,1,0.016767,5.957,1
RUN-006437,W-RUN-006437,316.14,3.252,19.21,10.05,2.496,45,2,0.016668,4.712,1
RUN-006438,W-RUN-006438,817.77,3.28,24.89,13.82,3.596,76,3,0.016737,3.139,1
RUN-006439,W-RUN-006439,793.8,3.177,24.21,11.83,2.185,43,1,0.014227,6.404,1
RUN-006440,W-RUN-006440,788.3,3.234,16.28,10.73,1.796,38,2,0.013718,4.133,1
RUN-006441,W-RUN-006441,806.96,3.144,18.59,17.25,1.893,39,1,0.015508,3.307,1
RUN-006442,W-RUN-006442,808.23,3.309,22.45,13.11,3.204,41,4,0.015747,7.214,1
RUN-006443,W-RUN-006443,315.87,3.213,19.08,12.95,2.525,55,1,0.016604,5.293,1
RUN-006444,W-RUN-006444,316.28,3.174,18.93,17.18,1.894,62,1,0.016504,3.468,1
RUN-006445,W-RUN-006445,783.05,3.211,23.02,12.22,2.727,48,6,0.013259,6.41,1
RUN-006446,W-RUN-006446,322.13,3.216,18.73,10.48,2.601,71,3,0.017443,5.165,1
RUN-006447,W-RUN-006447,302.39,3.281,19.8,4.81,1.721,35,1,0.015318,6.885,1
RUN-006448,W-RUN-006448,810.67,3.141,17.59,17.04,3.404,60,3,0.016091,7.24,1
RUN-006449,W-RUN-006449,309.06,3.186,17.75,7.64,1.215,63,1,0.015874,4.522,1
RUN-006450,W-RUN-006450,295.24,3.234,20.52,5.31,1.857,45,3,0.014486,6.195,1
RUN-006451,W-RUN-006451,782.97,3.263,21.99,0.21,2.208,60,5,0.013293,4.476,1
RUN-006452,W-RUN-006452,299.44,3.187,22.7,21.21,2.532,63,1,0.01484,2.611,1
RUN-006453,W-RUN-006453,300.22,3.219,21.94,5.48,1.763,58,1,0.015184,6.722,1
RUN-006454,W-RUN-006454,314.5,3.319,18.48,13.6,2.891,49,1,0.016517,4.384,1
RUN-006455,W-RUN-006455,327.79,3.197,19.83,8.68,1.779,65,3,0.017734,5.929,1
RUN-006456,W-RUN-006456,827.2,3.29,22.13,14.67,2.888,26,3,0.017847,5.901,1
RUN-006457,W-RUN-006457,307.67,3.185,21.61,16.71,3.554,61,3,0.015785,6.246,1
RUN-006458,W-RUN-006458,311.6,3.184,26.81,8.34,2.178,48,3,0.016221,5.291,1
