run_id,tool_id,layer_id,recipe_id,pad_age_bin,pattern_density_bin,slurry_lot,slurry_pH_bin
RUN-005253,CMP-02,STI,RCP-A,pad_mid,mid,LOT-S6828,alkaline
RUN-005254,CMP-02,STI,RCP-C,pad_mid,mid,LOT-S6828,alkaline
RUN-005255,CMP-02,M1,RCP-C,pad_mid,mid,LOT-S6828,acidic
RUN-005256,CMP-02,M1,RCP-A,pad_mid,mid,LOT-S6828,acidic
RUN-005257,CMP-02,M1,RCP-C,pad_mid,mid,LOT-S6828,acidic
RUN-005258,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005259,CMP-02,STI,RCP-A,pad_mid,mid,LOT-S6828,alkaline
RUN-005260,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005261,CMP-02,STI,RCP-A,pad_mid,mid,LOT-S6828,alkaline
RUN-005262,CMP-02,M1,RCP-C,pad_mid,mid,LOT-S6828,acidic
RUN-005263,CMP-02,STI,RCP-A,pad_mid,mid,LOT-S6828,alkaline
RUN-005264,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005265,CMP-02,STI,RCP-A,pad_mid,mid,LOT-S6828,alkaline
RUN-005266,CMP-02,STI,RCP-B,pad_mid,mid,LOT-S6828,alkaline
RUN-005267,CMP-02,M1,RCP-C,pad_mid,mid,LOT-S6828,acidic
RUN-005268,CMP-02,STI,RCP-C,pad_mid,mid,LOT-S6828,alkaline
RUN-005269,CMP-02,M1,RCP-C,pad_mid,mid,LOT-S6828,acidic
RUN-005270,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005271,CMP-02,M1,RCP-C,pad_mid,mid,LOT-S6828,acidic
RUN-005272,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005273,CMP-02,M1,RCP-C,pad_mid,mid,LOT-S6828,acidic
RUN-005274,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005275,CMP-02,STI,RCP-A,pad_mid,mid,LOT-S6828,alkaline
RUN-005276,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005277,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005278,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005279,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005280,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005281,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005282,CMP-01,STI,RCP-C,pad_mid,mid,LOT-S9015,alkaline
RUN-005283,CMP-01,STI,RCP-B,pad_mid,mid,LOT-S9015,alkaline
RUN-005284,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005285,CMP-01,STI,RCP-B,pad_mid,mid,LOT-S9015,alkaline
RUN-005286,CMP-01,STI,RCP-A,pad_mid,mid,LOT-S9015,alkaline
RUN-005287,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005288,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005289,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005290,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005291,CMP-01,STI,RCP-B,pad_mid,mid,LOT-S9015,alkaline
RUN-005292,CMP-01,STI,RCP-B,pad_mid,mid,LOT-S9015,alkaline
RUN-005293,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005294,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005295,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005296,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005297,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005298,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005299,CMP-01,STI,RCP-C,pad_mid,mid,LOT-S9015,alkaline
RUN-005300,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005301,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005302,CMP-01,STI,RCP-B,pad_mid,mid,LOT-S9015,alkaline
RUN-005303,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005304,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005305,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005306,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005307,CMP-01,STI,RCP-A,pad_mid,mid,LOT-S9015,alkaline
RUN-005308,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005309,CMP-01,STI,RCP-B,pad_mid,mid,LOT-S9015,alkaline
RUN-005310,CMP-01,STI,RCP-B,pad_mid,mid,LOT-S9015,alkaline
RUN-005311,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005312,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005313,CMP-01,STI,RCP-B,pad_mid,mid,LOT-S9015,alkaline
RUN-005314,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005315,CMP-01,STI,RCP-A,pad_mid,mid,LOT-S9015,alkaline
RUN-005316,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005317,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005318,CMP-01,STI,RCP-A,pad_mid,mid,LOT-S9015,alkaline
RUN-005319,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005320,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005321,CMP-01,STI,RCP-B,pad_mid,mid,LOT-S9015,alkaline
RUN-005322,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005323,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005324,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005325,CMP-01,STI,RCP-B,pad_mid,mid,LOT-S9015,alkaline
RUN-005326,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005327,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005328,CMP-01,STI,RCP-A,pad_mid,mid,LOT-S9015,alkaline
RUN-005329,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005330,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005331,CMP-01,STI,RCP-C,pad_mid,mid,LOT-S9015,alkaline
RUN-005332,CMP-01,STI,RCP-C,pad_mid,mid,LOT-S9015,alkaline
RUN-005333,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005334,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005335,CMP-01,STI,RCP-C,pad_mid,mid,LOT-S9015,alkaline
RUN-005336,CMP-01,STI,RCP-C,pad_mid,mid,LOT-S9015,alkaline
RUN-005337,CMP-01,STI,RCP-B,pad_mid,mid,LOT-S9015,alkaline
RUN-005338,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005339,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005340,CMP-02,M1,RCP-A,pad_mid,mid,LOT-S6828,acidic
RUN-005341,CMP-02,M1,RCP-A,pad_mid,mid,LOT-S6828,acidic
RUN-005342,CMP-02,STI,RCP-A,pad_mid,mid,LOT-S6828,alkaline
RUN-005343,CMP-02,M1,RCP-C,pad_mid,mid,LOT-S6828,acidic
RUN-005344,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005345,CMP-02,M1,RCP-C,pad_mid,mid,LOT-S6828,acidic
RUN-005346,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005347,CMP-02,M1,RCP-A,pad_mid,mid,LOT-S6828,acidic
RUN-005348,CMP-02,STI,RCP-C,pad_mid,mid,LOT-S6828,alkaline
RUN-005349,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005350,CMP-02,STI,RCP-A,pad_mid,mid,LOT-S6828,alkaline
RUN-005351,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005352,CMP-02,STI,RCP-B,pad_mid,mid,LOT-S6828,alkaline
RUN-005353,CMP-02,STI,RCP-A,pad_mid,mid,LOT-S6828,alkaline
RUN-005354,CMP-02,M1,RCP-A,pad_mid,mid,LOT-S6828,acidic
RUN-005355,CMP-02,M1,RCP-C,pad_mid,mid,LOT-S6828,acidic
RUN-005356,CMP-02,M1,RCP-A,pad_mid,mid,LOT-S6828,acidic
RUN-005357,CMP-02,M1,RCP-A,pad_mid,mid,LOT-S6828,acidic
RUN-005358,CMP-02,M1,RCP-A,pad_mid,mid,LOT-S6828,acidic
RUN-005359,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005360,CMP-02,STI,RCP-C,pad_mid,mid,LOT-S6828,alkaline
RUN-005361,CMP-02,STI,RCP-C,pad_mid,mid,LOT-S6828,alkaline
RUN-005362,CMP-02,M1,RCP-C,pad_mid,mid,LOT-S6828,acidic
RUN-005363,CMP-02,STI,RCP-B,pad_mid,mid,LOT-S6828,alkaline
RUN-005364,CMP-02,M1,RCP-A,pad_mid,mid,LOT-S6828,acidic
RUN-005365,CMP-02,STI,RCP-A,pad_mid,mid,LOT-S6828,alkaline
RUN-005366,CMP-02,STI,RCP-C,pad_mid,mid,LOT-S6828,alkaline
RUN-005367,CMP-02,M1,RCP-A,pad_mid,mid,LOT-S6828,acidic
RUN-005368,CMP-02,STI,RCP-B,pad_mid,mid,LOT-S6828,alkaline
RUN-005369,CMP-02,STI,RCP-A,pad_mid,mid,LOT-S6828,alkaline
RUN-005370,CMP-02,STI,RCP-A,pad_mid,mid,LOT-S6828,alkaline
RUN-005371,CMP-02,M1,RCP-A,pad_mid,mid,LOT-S6828,acidic
RUN-005372,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005373,CMP-02,M1,RCP-A,pad_mid,mid,LOT-S6828,acidic
RUN-005374,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005375,CMP-02,STI,RCP-A,pad_mid,mid,LOT-S6828,alkaline
RUN-005376,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005377,CMP-02,STI,RCP-A,pad_mid,mid,LOT-S6828,alkaline
RUN-005378,CMP-02,M1,RCP-C,pad_mid,mid,LOT-S6828,acidic
RUN-005379,CMP-02,STI,RCP-B,pad_mid,mid,LOT-S6828,alkaline
RUN-005380,CMP-02,STI,RCP-B,pad_mid,mid,LOT-S6828,alkaline
RUN-005381,CMP-02,STI,RCP-B,pad_mid,mid,LOT-S6828,alkaline
RUN-005382,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005383,CMP-02,M1,RCP-A,pad_mid,mid,LOT-S6828,acidic
RUN-005384,CMP-02,STI,RCP-C,pad_mid,mid,LOT-S6828,alkaline
RUN-005385,CMP-02,M1,RCP-C,pad_mid,mid,LOT-S6828,acidic
RUN-005386,CMP-02,STI,RCP-A,pad_mid,mid,LOT-S6828,alkaline
RUN-005387,CMP-02,STI,RCP-C,pad_mid,mid,LOT-S6828,alkaline
RUN-005388,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005389,CMP-02,M1,RCP-C,pad_mid,mid,LOT-S6828,acidic
RUN-005390,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005391,CMP-02,M1,RCP-C,pad_mid,mid,LOT-S6828,acidic
RUN-005392,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005393,CMP-02,M1,RCP-C,pad_mid,mid,LOT-S6828,acidic
RUN-005394,CMP-02,STI,RCP-B,pad_mid,mid,LOT-S6828,alkaline
RUN-005395,CMP-02,STI,RCP-A,pad_mid,mid,LOT-S6828,alkaline
RUN-005396,CMP-02,M1,RCP-A,pad_mid,mid,LOT-S6828,acidic
RUN-005397,CMP-02,M1,RCP-A,pad_mid,mid,LOT-S6828,acidic
RUN-005398,CMP-02,STI,RCP-A,pad_mid,mid,LOT-S6828,alkaline
RUN-005399,CMP-02,M1,RCP-C,pad_mid,mid,LOT-S6828,acidic
RUN-005400,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005401,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005402,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005403,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005404,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005405,CMP-01,STI,RCP-A,pad_mid,mid,LOT-S9015,alkaline
RUN-005406,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005407,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005408,CMP-01,STI,RCP-C,pad_mid,mid,LOT-S9015,alkaline
RUN-005409,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005410,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005411,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005412,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005413,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005414,CMP-01,STI,RCP-C,pad_mid,mid,LOT-S9015,alkaline
RUN-005415,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005416,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005417,CMP-01,STI,RCP-B,pad_mid,mid,LOT-S9015,alkaline
RUN-005418,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005419,CMP-01,STI,RCP-A,pad_mid,mid,LOT-S9015,alkaline
RUN-005420,CMP-01,STI,RCP-C,pad_mid,mid,LOT-S9015,alkaline
RUN-005421,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005422,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005423,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005424,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005425,CMP-01,STI,RCP-B,pad_mid,mid,LOT-S9015,alkaline
RUN-005426,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005427,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005428,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005429,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005430,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005431,CMP-01,STI,RCP-A,pad_mid,mid,LOT-S9015,alkaline
RUN-005432,CMP-01,STI,RCP-A,pad_mid,mid,LOT-S9015,alkaline
RUN-005433,CMP-01,STI,RCP-B,pad_mid,mid,LOT-S9015,alkaline
RUN-005434,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005435,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005436,CMP-01,STI,RCP-B,pad_mid,mid,LOT-S9015,alkaline
RUN-005437,CMP-01,STI,RCP-A,pad_mid,mid,LOT-S9015,alkaline
RUN-005438,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005439,CMP-01,STI,RCP-A,pad_mid,mid,LOT-S9015,alkaline
RUN-005440,CMP-01,STI,RCP-C,pad_mid,mid,LOT-S9015,alkaline
RUN-005441,CMP-01,STI,RCP-C,pad_mid,mid,LOT-S9015,alkaline
RUN-005442,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005443,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005444,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005445,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005446,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005447,CMP-01,STI,RCP-A,pad_mid,mid,LOT-S9015,alkaline
RUN-005448,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005449,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005450,CMP-01,STI,RCP-A,pad_mid,mid,LOT-S9015,alkaline
RUN-005451,CMP-01,STI,RCP-B,pad_mid,mid,LOT-S9015,alkaline
RUN-005452,CMP-01,STI,RCP-B,pad_mid,mid,LOT-S9015,alkaline
RUN-005453,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005454,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005455,CMP-01,STI,RCP-C,pad_mid,mid,LOT-S9015,alkaline
RUN-005456,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005457,CMP-01,STI,RCP-B,pad_mid,mid,LOT-S9015,alkaline
RUN-005458,CMP-01,STI,RCP-B,pad_mid,mid,LOT-S9015,alkaline
RUN-005459,CMP-01,STI,RCP-C,pad_mid,mid,LOT-S9015,alkaline
RUN-005460,CMP-02,M1,RCP-C,pad_mid,mid,LOT-S6828,acidic
RUN-005461,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005462,CMP-02,STI,RCP-B,pad_mid,mid,LOT-S6828,alkaline
RUN-005463,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005464,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005465,CMP-02,STI,RCP-B,pad_mid,mid,LOT-S6828,alkaline
RUN-005466,CMP-02,STI,RCP-A,pad_mid,mid,LOT-S6828,alkaline
RUN-005467,CMP-02,STI,RCP-B,pad_mid,mid,LOT-S6828,alkaline
RUN-005468,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005469,CMP-02,M1,RCP-A,pad_mid,mid,LOT-S6828,acidic
RUN-005470,CMP-02,M1,RCP-A,pad_mid,mid,LOT-S6828,acidic
RUN-005471,CMP-02,STI,RCP-B,pad_mid,mid,LOT-S6828,alkaline
RUN-005472,CMP-02,STI,RCP-B,pad_mid,mid,LOT-S6828,alkaline
RUN-005473,CMP-02,M1,RCP-A,pad_mid,mid,LOT-S6828,acidic
RUN-005474,CMP-02,M1,RCP-A,pad_mid,mid,LOT-S6828,acidic
RUN-005475,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005476,CMP-02,STI,RCP-C,pad_mid,mid,LOT-S6828,alkaline
RUN-005477,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005478,CMP-02,STI,RCP-B,pad_mid,mid,LOT-S6828,alkaline
RUN-005479,CMP-02,STI,RCP-A,pad_mid,mid,LOT-S6828,alkaline
RUN-005480,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005481,CMP-02,M1,RCP-A,pad_mid,mid,LOT-S6828,acidic
RUN-005482,CMP-02,STI,RCP-C,pad_mid,mid,LOT-S6828,alkaline
RUN-005483,CMP-02,STI,RCP-B,pad_mid,mid,LOT-S6828,alkaline
RUN-005484,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005485,CMP-02,M1,RCP-A,pad_mid,mid,LOT-S6828,acidic
RUN-005486,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005487,CMP-02,M1,RCP-A,pad_mid,mid,LOT-S6828,acidic
RUN-005488,CMP-02,STI,RCP-C,pad_mid,mid,LOT-S6828,alkaline
RUN-005489,CMP-02,M1,RCP-A,pad_mid,mid,LOT-S6828,acidic
RUN-005490,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005491,CMP-02,M1,RCP-C,pad_mid,mid,LOT-S6828,acidic
RUN-005492,CMP-02,M1,RCP-A,pad_mid,mid,LOT-S6828,acidic
RUN-005493,CMP-02,STI,RCP-C,pad_mid,mid,LOT-S6828,alkaline
RUN-005494,CMP-02,M1,RCP-C,pad_mid,mid,LOT-S6828,acidic
RUN-005495,CMP-02,STI,RCP-C,pad_mid,mid,LOT-S6828,alkaline
RUN-005496,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005497,CMP-02,STI,RCP-B,pad_mid,mid,LOT-S6828,alkaline
RUN-005498,CMP-02,STI,RCP-B,pad_mid,mid,LOT-S6828,alkaline
RUN-005499,CMP-02,M1,RCP-A,pad_mid,mid,LOT-S6828,acidic
RUN-005500,CMP-02,STI,RCP-B,pad_mid,mid,LOT-S6828,alkaline
RUN-005501,CMP-02,STI,RCP-A,pad_mid,mid,LOT-S6828,alkaline
RUN-005502,CMP-02,M1,RCP-A,pad_mid,mid,LOT-S6828,acidic
RUN-005503,CMP-02,STI,RCP-B,pad_mid,mid,LOT-S6828,alkaline
RUN-005504,CMP-02,STI,RCP-C,pad_mid,mid,LOT-S6828,alkaline
RUN-005505,CMP-02,M1,RCP-C,pad_mid,mid,LOT-S6828,acidic
RUN-005506,CMP-02,M1,RCP-C,pad_mid,mid,LOT-S6828,acidic
RUN-005507,CMP-02,M1,RCP-C,pad_mid,mid,LOT-S6828,acidic
RUN-005508,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005509,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005510,CMP-02,M1,RCP-A,pad_mid,mid,LOT-S6828,acidic
RUN-005511,CMP-02,STI,RCP-C,pad_mid,mid,LOT-S6828,alkaline
RUN-005512,CMP-02,M1,RCP-C,pad_mid,mid,LOT-S6828,acidic
RUN-005513,CMP-02,STI,RCP-B,pad_mid,mid,LOT-S6828,alkaline
RUN-005514,CMP-02,STI,RCP-B,pad_mid,mid,LOT-S6828,alkaline
RUN-005515,CMP-02,STI,RCP-A,pad_mid,mid,LOT-S6828,alkaline
RUN-005516,CMP-02,M1,RCP-A,pad_mid,mid,LOT-S6828,acidic
RUN-005517,CMP-02,STI,RCP-C,pad_mid,mid,LOT-S6828,alkaline
RUN-005518,CMP-02,M1,RCP-B,pad_mid,mid,LOT-S6828,acidic
RUN-005519,CMP-02,STI,RCP-A,pad_mid,mid,LOT-S6828,alkaline
RUN-005520,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005521,CMP-01,STI,RCP-B,pad_mid,mid,LOT-S9015,alkaline
RUN-005522,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005523,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005524,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005525,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005526,CMP-01,STI,RCP-C,pad_mid,mid,LOT-S9015,alkaline
RUN-005527,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005528,CMP-01,STI,RCP-A,pad_mid,mid,LOT-S9015,alkaline
RUN-005529,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005530,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005531,CMP-01,STI,RCP-A,pad_mid,mid,LOT-S9015,alkaline
RUN-005532,CMP-01,STI,RCP-C,pad_mid,mid,LOT-S9015,alkaline
RUN-005533,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005534,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005535,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005536,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005537,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005538,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005539,CMP-01,STI,RCP-B,pad_mid,mid,LOT-S9015,alkaline
RUN-005540,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005541,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005542,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005543,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005544,CMP-01,STI,RCP-B,pad_mid,mid,LOT-S9015,alkaline
RUN-005545,CMP-01,STI,RCP-C,pad_mid,mid,LOT-S9015,alkaline
RUN-005546,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005547,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005548,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005549,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005550,CMP-01,STI,RCP-B,pad_mid,mid,LOT-S9015,alkaline
RUN-005551,CMP-01,STI,RCP-A,pad_mid,mid,LOT-S9015,alkaline
RUN-005552,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005553,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005554,CMP-01,STI,RCP-B,pad_mid,mid,LOT-S9015,alkaline
RUN-005555,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005556,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S9015,acidic
RUN-005557,CMP-01,STI,RCP-C,pad_mid,mid,LOT-S9015,alkaline
RUN-005558,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S9015,acidic
RUN-005559,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S9015,acidic
RUN-005560,CMP-01,STI,RCP-C,pad_old,mid,LOT-S9015,alkaline
RUN-005561,CMP-01,STI,RCP-B,pad_old,mid,LOT-S9015,alkaline
RUN-005562,CMP-01,M1,RCP-B,pad_old,mid,LOT-S9015,acidic
RUN-005563,CMP-01,M1,RCP-A,pad_old,mid,LOT-S9015,acidic
RUN-005564,CMP-01,M1,RCP-B,pad_old,mid,LOT-S9015,acidic
RUN-005565,CMP-01,STI,RCP-C,pad_old,mid,LOT-S9015,alkaline
RUN-005566,CMP-01,M1,RCP-B,pad_old,mid,LOT-S9015,acidic
RUN-005567,CMP-01,STI,RCP-B,pad_old,mid,LOT-S9015,alkaline
RUN-005568,CMP-01,M1,RCP-C,pad_old,mid,LOT-S9015,acidic
RUN-005569,CMP-01,STI,RCP-A,pad_old,mid,LOT-S9015,alkaline
RUN-005570,CMP-01,STI,RCP-C,pad_old,mid,LOT-S9015,alkaline
RUN-005571,CMP-01,M1,RCP-B,pad_old,mid,LOT-S9015,acidic
RUN-005572,CMP-01,STI,RCP-A,pad_old,mid,LOT-S9015,alkaline
RUN-005573,CMP-01,STI,RCP-A,pad_old,mid,LOT-S9015,alkaline
